subject_nr	trial_nb	PW_code	PW	V	C	mode	place	voicing	label_left	label_right	chosen_label	response_time
16	10	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	2177.504124
16	11	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	848.2698549
19	5	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	1005.478845
20	4	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_fish	871.0410468
21	8	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	955.8100292
21	9	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	1284.608944
22	12	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	1100.737719
23	15	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	1209.831265
24	4	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	1384.55839
24	8	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_fish	1710.63725
26	13	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	1524.022464
27	11	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	914.9989389
32	15	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_fish	543.7805866
33	4	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	822.7223511
34	5	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	326.6436313
35	10	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_fish	a_bird	a_fish	2005.560322
35	13	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	537.4655775
36	11	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	1791.298766
37	5	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	400.0016794
40	6	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	853.0090535
41	7	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	548.3902871
42	4	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	1063.17326
42	9	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	323.1988901
8	3	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_bird	1561.752966
45	10	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	1582.743951
9	0	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_bird	983.0565991
16	3	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_bird	2379.685068
18	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_bird	1774.554242
46	10	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	1381.268388
46	13	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	1559.285147
19	0	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_bird	1866.994733
23	1	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_bird	1121.40398
47	9	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	1613.357741
24	1	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_bird	1103.430958
28	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_bird	762.2411586
48	5	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	719.0159831
48	12	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_fish	a_bird	a_fish	385.2520619
33	1	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_bird	2309.938369
34	3	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_bird	1247.498446
35	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_bird	1727.627274
49	5	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	726.4978557
40	3	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_bird	1498.276016
51	9	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_fish	a_bird	a_fish	1888.133392
2	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_fish	919.4938499
10	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_fish	1074.702527
53	5	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	905.4092192
45	0	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_fish	1422.021976
57	14	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	1494.313954
50	1	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_fish	1108.932532
57	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	a_fish	1845.230947
2	11	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	1070.455255
2	15	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_bird	a_fish	a_fish	603.5754688
17	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	None	2500.025327
6	10	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	1008.406811
8	10	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_bird	a_fish	a_fish	956.125206
9	11	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_bird	a_fish	a_fish	409.6851311
11	4	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_bird	a_fish	a_fish	1318.415627
12	12	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_bird	a_fish	a_fish	799.7505071
13	6	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_bird	a_fish	None	2500.039563
13	11	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	1315.709477
14	13	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	1908.991378
15	15	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_fish	686.3914807
17	4	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_bird	a_fish	a_fish	1729.541898
17	10	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	1297.024658
18	6	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_bird	a_fish	a_fish	351.9710302
18	11	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	714.0230827
19	8	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_bird	a_fish	None	2500.030955
20	9	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	1528.781567
22	5	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	1076.502875
23	6	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	2210.050432
26	7	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	770.5112386
27	6	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_fish	1795.316844
28	5	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_bird	a_fish	a_fish	763.1307384
28	9	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	575.3542345
32	11	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	596.5504521
33	9	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	469.8324906
34	12	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	685.8874554
36	14	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_bird	a_fish	None	2500.065545
37	7	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	404.6121887
38	10	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_bird	a_fish	None	2500.05948
38	13	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	537.5066303
40	14	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_bird	a_fish	a_fish	620.3357839
41	5	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	1297.608068
43	7	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	786.9117282
43	12	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	1526.87327
44	8	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	903.1032651
44	12	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_bird	a_fish	a_fish	696.7257127
4	3	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	1266.025432
5	1	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	2337.438136
6	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	1248.359972
45	4	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	954.048517
12	3	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	1748.222744
21	3	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	1269.395705
22	0	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	923.0981878
47	14	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_fish	1415.493046
26	1	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	2341.231845
32	3	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	573.3770758
36	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	1607.657
49	7	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_fish	1057.903107
37	1	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	1295.618407
38	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	1704.760399
44	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	1430.237066
50	5	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	1190.496718
50	10	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	828.3134976
49	3	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	1038.177704
53	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	2426.428486
55	0	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_bird	2214.946391
1	3	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_fish	1815.285876
51	11	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	1714.224579
11	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_fish	1354.252089
14	1	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_fish	1727.41611
53	9	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	1279.946967
20	1	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_fish	2138.998592
41	0	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_fish	1771.162368
42	3	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_fish	1006.378579
43	1	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_fish	1208.488795
55	8	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	1421.689686
55	13	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_fish	1303.143199
46	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_fish	2061.0717
47	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_fish	993.3545782
48	0	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_fish	856.421101
57	10	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	1180.225987
51	1	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_fish	1828.664248
59	0	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_bird	a_fish	a_fish	1842.416498
59	5	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_bird	a_fish	a_bird	1118.243258
59	14	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_bird	a_fish	a_bird	667.3524352
