subject_nr	trial_nb	version	label	PW_code	PW	C	V	mode	place	voicing	judgment	response_time
12	15	V2_2	a_dangerous_animal	i_occ_vel_V	igig	g	i	plosive	posterior	voiced	3	1612.966171
12	10	V2_2	a_fish	a_occ_alv_NV	atat	t	a	plosive	medium	voiceless	4	1983.997216
12	4	V2_2	a_small_animal	a_occ_bi_NV	apap	p	a	plosive	anterior	voiceless	5	2621.187888
12	6	V2_2	a_harmless_animal	i_occ_bi_NV	ipip	p	i	plosive	anterior	voiceless	6	2863.107785
12	11	V2_2	an_attractive_animal	i_occ_vel_NV	ikik	k	i	plosive	posterior	voiceless	6	2128.970114
12	7	V2_2	a_bird	i_fric_alv_NV	isis	s	i	fricative	medium	voiceless	7	1288.914521
12	8	V2_2	a_harmless_animal	i_occ_alv_V	idid	d	i	plosive	medium	voiced	7	1274.622029
12	13	V2_2	a_harmless_animal	i_nas_bi	imim	m	i	sonorant	anterior	voiced	8	2596.964381
15	12	V1_2	an_attractive_animal	a_occ_vel_NV	akak	k	a	plosive	posterior	voiceless	2	1715.107906
15	7	V1_2	a_large_animal	i_occ_bi_NV	ipip	p	i	plosive	anterior	voiceless	3	1511.458375
15	14	V1_2	a_dangerous_animal	i_occ_vel_NV	ikik	k	i	plosive	posterior	voiceless	4	2945.893028
15	4	V1_2	a_dangerous_animal	i_app_alv	ilil	l	i	sonorant	medium	voiced	6	1528.404919
15	6	V1_2	a_repulsive_animal	i_nas_alv	inin	n	i	sonorant	medium	voiced	6	2756.94604
15	8	V1_2	a_dangerous_animal	i_occ_bi_V	ibib	b	i	plosive	anterior	voiced	6	1510.056951
15	10	V1_2	a_fish	a_frac_alv_NV	asas	s	a	fricative	medium	voiceless	6	1327.572142
15	13	V1_2	a_harmless_animal	u_occ_bi_NV	upup	p	u	plosive	anterior	voiceless	6	1596.63572
15	15	V1_2	a_small_animal	a_occ_bi_V	abab	b	a	plosive	anterior	voiced	6	1982.215184
15	5	V1_2	a_harmless_animal	u_nas_bi	umum	m	u	sonorant	anterior	voiced	7	3327.459909
15	11	V1_2	a_bird	i_occ_alv_NV	itit	t	i	plosive	medium	voiceless	7	1542.613834
15	9	V1_2	a_dangerous_animal	u_occ_vel_V	ugug	g	u	plosive	posterior	voiced	8	669.8756298
16	5	V2_2	a_dangerous_animal	u_occ_bi_V	ubub	b	u	plosive	anterior	voiced	1	2220.573362
16	7	V2_2	a_bird	i_fric_alv_NV	isis	s	i	fricative	medium	voiceless	2	1519.898614
16	13	V2_2	a_fish	a_occ_alv_NV	atat	t	a	plosive	medium	voiceless	2	1573.987672
16	14	V2_2	a_large_animal	i_occ_bi_V	ibib	b	i	plosive	anterior	voiced	2	2134.975999
16	15	V2_2	a_harmless_animal	i_occ_bi_NV	ipip	p	i	plosive	anterior	voiceless	2	2310.004148
16	8	V2_2	a_dangerous_animal	u_occ_vel_NV	ukuk	k	u	plosive	posterior	voiceless	3	1995.579925
16	12	V2_2	a_dangerous_animal	i_occ_vel_V	igig	g	i	plosive	posterior	voiced	3	2717.610478
16	4	V2_2	a_small_animal	a_occ_bi_NV	apap	p	a	plosive	anterior	voiceless	4	1673.574268
16	11	V2_2	a_harmless_animal	i_occ_alv_V	idid	d	i	plosive	medium	voiced	5	1504.656953
16	10	V2_2	a_repulsive_animal	a_nas_alv	anan	n	a	sonorant	medium	voiced	6	2584.27028
16	6	V2_2	an_attractive_animal	i_occ_vel_NV	ikik	k	i	plosive	posterior	voiceless	7	1919.51994
16	9	V2_2	a_harmless_animal	i_nas_bi	imim	m	i	sonorant	anterior	voiced	8	2527.949831
17	9	V1_1	a_dangerous_animal	u_nas_bi	umum	m	u	sonorant	anterior	voiced	3	2187.756456
17	11	V1_1	a_dangerous_animal	u_occ_bi_NV	upup	p	u	plosive	anterior	voiceless	3	2521.094204
17	12	V1_1	a_small_animal	i_occ_bi_NV	ipip	p	i	plosive	anterior	voiceless	3	2809.917106
17	6	V1_1	a_bird	a_frac_alv_NV	asas	s	a	fricative	medium	voiceless	4	3396.576657
17	13	V1_1	a_harmless_animal	i_app_alv	ilil	l	i	sonorant	medium	voiced	4	2189.223764
17	8	V1_1	a_fish	i_occ_alv_NV	itit	t	i	plosive	medium	voiceless	6	2234.045512
17	5	V1_1	a_repulsive_animal	a_occ_vel_NV	akak	k	a	plosive	posterior	voiceless	7	3457.49244
17	10	V1_1	a_large_animal	a_occ_bi_V	abab	b	a	plosive	anterior	voiced	7	3451.34544
17	15	V1_1	a_harmless_animal	i_occ_bi_V	ibib	b	i	plosive	anterior	voiced	7	2007.966236
17	7	V1_1	an_attractive_animal	i_nas_alv	inin	n	i	sonorant	medium	voiced	8	1904.125412
18	6	V2_1	a_dangerous_animal	i_nas_bi	imim	m	i	sonorant	anterior	voiced	2	3021.316077
18	12	V2_1	a_dangerous_animal	i_occ_bi_NV	ipip	p	i	plosive	anterior	voiceless	2	2367.620724
18	5	V2_1	a_dangerous_animal	i_occ_alv_V	idid	d	i	plosive	medium	voiced	3	3158.412229
18	7	V2_1	a_large_animal	a_occ_bi_NV	apap	p	a	plosive	anterior	voiceless	4	2703.021681
18	9	V2_1	a_bird	a_occ_alv_NV	atat	t	a	plosive	medium	voiceless	5	3100.900601
18	14	V2_1	an_attractive_animal	a_nas_alv	anan	n	a	sonorant	medium	voiced	6	2827.458164
18	10	V2_1	a_harmless_animal	u_occ_vel_NV	ukuk	k	u	plosive	posterior	voiceless	7	3241.121695
18	15	V2_1	a_harmless_animal	u_occ_bi_V	ubub	b	u	plosive	anterior	voiced	8	2276.616376
20	6	V2_1	a_dangerous_animal	i_occ_alv_V	idid	d	i	plosive	medium	voiced	1	3345.108502
20	5	V2_1	a_harmless_animal	u_occ_vel_NV	ukuk	k	u	plosive	posterior	voiceless	2	3253.359254
20	11	V2_1	a_harmless_animal	i_occ_vel_V	igig	g	i	plosive	posterior	voiced	2	2162.150969
20	4	V2_1	a_bird	a_occ_alv_NV	atat	t	a	plosive	medium	voiceless	3	3083.223943
20	12	V2_1	a_fish	i_fric_alv_NV	isis	s	i	fricative	medium	voiceless	4	3032.288298
20	15	V2_1	a_harmless_animal	u_occ_bi_V	ubub	b	u	plosive	anterior	voiced	4	1431.310062
20	9	V2_1	an_attractive_animal	a_nas_alv	anan	n	a	sonorant	medium	voiced	5	1775.402188
20	13	V2_1	a_dangerous_animal	i_nas_bi	imim	m	i	sonorant	anterior	voiced	6	2803.378671
20	8	V2_1	a_repulsive_animal	i_occ_vel_NV	ikik	k	i	plosive	posterior	voiceless	7	1911.57665
20	10	V2_1	a_large_animal	a_occ_bi_NV	apap	p	a	plosive	anterior	voiceless	8	1385.104702
21	10	V1_1	a_harmless_animal	i_occ_bi_V	ibib	b	i	plosive	anterior	voiced	3	2732.125961
21	13	V1_1	a_dangerous_animal	u_occ_bi_NV	upup	p	u	plosive	anterior	voiceless	3	2049.091905
21	15	V1_1	a_harmless_animal	u_occ_vel_V	ugug	g	u	plosive	posterior	voiced	3	1964.614444
21	11	V1_1	an_attractive_animal	i_nas_alv	inin	n	i	sonorant	medium	voiced	4	3048.478761
21	4	V1_1	a_bird	a_frac_alv_NV	asas	s	a	fricative	medium	voiceless	5	2500.522761
21	7	V1_1	a_dangerous_animal	u_nas_bi	umum	m	u	sonorant	anterior	voiced	5	2764.127637
21	9	V1_1	a_harmless_animal	i_occ_vel_NV	ikik	k	i	plosive	posterior	voiceless	5	2168.397728
21	12	V1_1	a_small_animal	i_occ_bi_NV	ipip	p	i	plosive	anterior	voiceless	7	2909.529488
21	5	V1_1	a_harmless_animal	i_app_alv	ilil	l	i	sonorant	medium	voiced	8	2470.247621
21	6	V1_1	a_fish	i_occ_alv_NV	itit	t	i	plosive	medium	voiceless	8	2617.279005
21	8	V1_1	a_repulsive_animal	a_occ_vel_NV	akak	k	a	plosive	posterior	voiceless	8	3289.297328
21	14	V1_1	a_large_animal	a_occ_bi_V	abab	b	a	plosive	anterior	voiced	8	2578.946253
24	5	V2_2	an_attractive_animal	i_occ_vel_NV	ikik	k	i	plosive	posterior	voiceless	2	1177.310165
24	10	V2_2	a_fish	a_occ_alv_NV	atat	t	a	plosive	medium	voiceless	2	611.1743825
24	12	V2_2	a_harmless_animal	i_occ_alv_V	idid	d	i	plosive	medium	voiced	2	1450.265486
24	13	V2_2	a_harmless_animal	i_nas_bi	imim	m	i	sonorant	anterior	voiced	6	1106.702603
24	4	V2_2	a_bird	i_fric_alv_NV	isis	s	i	fricative	medium	voiceless	7	1584.808863
24	15	V2_2	a_repulsive_animal	a_nas_alv	anan	n	a	sonorant	medium	voiced	7	1765.986602
24	6	V2_2	a_large_animal	i_occ_bi_V	ibib	b	i	plosive	anterior	voiced	8	2659.739884
24	8	V2_2	a_small_animal	a_occ_bi_NV	apap	p	a	plosive	anterior	voiceless	8	2083.804061
24	9	V2_2	a_dangerous_animal	u_occ_vel_NV	ukuk	k	u	plosive	posterior	voiceless	8	1708.814904
24	11	V2_2	a_dangerous_animal	u_occ_bi_V	ubub	b	u	plosive	anterior	voiced	8	2430.51179
25	4	V1_1	a_fish	i_occ_alv_NV	itit	t	i	plosive	medium	voiceless	2	1886.71239
25	5	V1_1	a_bird	a_frac_alv_NV	asas	s	a	fricative	medium	voiceless	3	2869.784387
25	7	V1_1	a_harmless_animal	i_occ_vel_NV	ikik	k	i	plosive	posterior	voiceless	4	3111.192591
25	8	V1_1	a_harmless_animal	i_app_alv	ilil	l	i	sonorant	medium	voiced	4	2902.076413
25	15	V1_1	a_harmless_animal	u_occ_vel_V	ugug	g	u	plosive	posterior	voiced	5	2193.451212
25	6	V1_1	a_dangerous_animal	u_nas_bi	umum	m	u	sonorant	anterior	voiced	6	1724.156745
25	11	V1_1	a_harmless_animal	i_occ_bi_V	ibib	b	i	plosive	anterior	voiced	7	3462.090357
25	13	V1_1	a_repulsive_animal	a_occ_vel_NV	akak	k	a	plosive	posterior	voiceless	7	1401.520544
25	9	V1_1	a_large_animal	a_occ_bi_V	abab	b	a	plosive	anterior	voiced	8	1479.368965
25	10	V1_1	a_small_animal	i_occ_bi_NV	ipip	p	i	plosive	anterior	voiceless	9	2514.418483
25	12	V1_1	an_attractive_animal	i_nas_alv	inin	n	i	sonorant	medium	voiced	9	3108.425167
26	15	V2_1	a_fish	i_fric_alv_NV	isis	s	i	fricative	medium	voiceless	2	1482.197702
26	5	V2_1	a_dangerous_animal	i_occ_bi_NV	ipip	p	i	plosive	anterior	voiceless	3	2342.16002
26	4	V2_1	an_attractive_animal	a_nas_alv	anan	n	a	sonorant	medium	voiced	5	1532.459294
26	7	V2_1	a_bird	a_occ_alv_NV	atat	t	a	plosive	medium	voiceless	6	1875.964439
26	6	V2_1	a_large_animal	a_occ_bi_NV	apap	p	a	plosive	anterior	voiceless	7	1049.82028
26	10	V2_1	a_harmless_animal	i_occ_vel_V	igig	g	i	plosive	posterior	voiced	7	2174.982793
26	13	V2_1	a_dangerous_animal	i_occ_alv_V	idid	d	i	plosive	medium	voiced	7	2256.826849
26	11	V2_1	a_small_animal	i_occ_bi_V	ibib	b	i	plosive	anterior	voiced	8	1480.871117
26	8	V2_1	a_repulsive_animal	i_occ_vel_NV	ikik	k	i	plosive	posterior	voiceless	9	2114.541553
26	14	V2_1	a_harmless_animal	u_occ_vel_NV	ukuk	k	u	plosive	posterior	voiceless	9	1817.888673
26	9	V2_1	a_harmless_animal	u_occ_bi_V	ubub	b	u	plosive	anterior	voiced	10	2016.797344
27	4	V1_2	an_attractive_animal	a_occ_vel_NV	akak	k	a	plosive	posterior	voiceless	2	1525.703046
27	6	V1_2	a_small_animal	a_occ_bi_V	abab	b	a	plosive	anterior	voiced	2	2359.238443
27	5	V1_2	a_dangerous_animal	i_occ_bi_V	ibib	b	i	plosive	anterior	voiced	4	1201.494588
27	13	V1_2	a_dangerous_animal	i_app_alv	ilil	l	i	sonorant	medium	voiced	4	2002.748884
27	8	V1_2	a_fish	a_frac_alv_NV	asas	s	a	fricative	medium	voiceless	6	2232.750361
27	10	V1_2	a_bird	i_occ_alv_NV	itit	t	i	plosive	medium	voiceless	6	2051.524947
27	9	V1_2	a_repulsive_animal	i_nas_alv	inin	n	i	sonorant	medium	voiced	7	2024.461529
27	7	V1_2	a_dangerous_animal	i_occ_vel_NV	ikik	k	i	plosive	posterior	voiceless	8	864.9742526
27	15	V1_2	a_dangerous_animal	u_occ_vel_V	ugug	g	u	plosive	posterior	voiced	8	2284.023032
27	11	V1_2	a_harmless_animal	u_nas_bi	umum	m	u	sonorant	anterior	voiced	9	2588.580426
27	12	V1_2	a_large_animal	i_occ_bi_NV	ipip	p	i	plosive	anterior	voiceless	10	2596.339412
28	5	V2_2	a_large_animal	i_occ_bi_V	ibib	b	i	plosive	anterior	voiced	2	1772.256059
28	13	V2_2	a_fish	a_occ_alv_NV	atat	t	a	plosive	medium	voiceless	2	2093.072192
28	14	V2_2	a_dangerous_animal	u_occ_vel_NV	ukuk	k	u	plosive	posterior	voiceless	2	2478.112667
28	8	V2_2	a_dangerous_animal	u_occ_bi_V	ubub	b	u	plosive	anterior	voiced	3	2256.388185
28	9	V2_2	a_repulsive_animal	a_nas_alv	anan	n	a	sonorant	medium	voiced	3	938.3291779
28	10	V2_2	a_dangerous_animal	i_occ_vel_V	igig	g	i	plosive	posterior	voiced	3	972.0420574
28	6	V2_2	an_attractive_animal	i_occ_vel_NV	ikik	k	i	plosive	posterior	voiceless	6	2438.487593
28	15	V2_2	a_harmless_animal	i_occ_bi_NV	ipip	p	i	plosive	anterior	voiceless	6	1999.776861
28	4	V2_2	a_harmless_animal	i_occ_alv_V	idid	d	i	plosive	medium	voiced	7	1786.646216
28	7	V2_2	a_harmless_animal	i_nas_bi	imim	m	i	sonorant	anterior	voiced	8	2304.916973
28	11	V2_2	a_bird	i_fric_alv_NV	isis	s	i	fricative	medium	voiceless	8	1672.292046
28	12	V2_2	a_small_animal	a_occ_bi_NV	apap	p	a	plosive	anterior	voiceless	8	2101.400181
29	10	V1_1	a_harmless_animal	u_occ_vel_V	ugug	g	u	plosive	posterior	voiced	1	1854.912998
29	4	V1_1	a_small_animal	i_occ_bi_NV	ipip	p	i	plosive	anterior	voiceless	2	1848.579274
29	13	V1_1	a_dangerous_animal	u_occ_bi_NV	upup	p	u	plosive	anterior	voiceless	2	2006.674396
29	7	V1_1	a_fish	i_occ_alv_NV	itit	t	i	plosive	medium	voiceless	3	1888.439257
29	9	V1_1	a_harmless_animal	i_occ_vel_NV	ikik	k	i	plosive	posterior	voiceless	3	3227.771712
29	12	V1_1	a_dangerous_animal	u_nas_bi	umum	m	u	sonorant	anterior	voiced	4	2766.835138
29	11	V1_1	an_attractive_animal	i_nas_alv	inin	n	i	sonorant	medium	voiced	6	1813.328133
29	8	V1_1	a_repulsive_animal	a_occ_vel_NV	akak	k	a	plosive	posterior	voiceless	7	3102.764511
29	5	V1_1	a_harmless_animal	i_app_alv	ilil	l	i	sonorant	medium	voiced	8	2025.522944
29	14	V1_1	a_large_animal	a_occ_bi_V	abab	b	a	plosive	anterior	voiced	8	3120.441728
