subject_nr	trial_nb	label	PW_code_left	PW_code_right	chosen_PW_code	chosen_PW	context	contrast	C	V	mode	place	voicing	response_time
42	5	a_dangerous_animal	u_nas_bi	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	1494.941409
48	11	a_dangerous_animal	u_occ_bi_V	u_nas_bi	None	x	u_u_	b-m	x	x	x	x	x	2500.148824
50	11	a_dangerous_animal	u_occ_bi_V	u_nas_bi	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	1262.65704
56	4	a_dangerous_animal	u_occ_bi_V	u_nas_bi	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	897.8316844
6	8	a_dangerous_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	1497.827683
62	6	a_dangerous_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	2161.476365
64	9	a_dangerous_animal	u_nas_bi	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	572.8355891
66	11	a_dangerous_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	1683.913232
70	6	a_dangerous_animal	u_nas_bi	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	682.5704281
72	9	a_dangerous_animal	u_occ_bi_V	u_nas_bi	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	613.3409468
74	9	a_dangerous_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	1405.885759
12	7	a_harmless_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	2371.11518
14	6	a_harmless_animal	u_nas_bi	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	1431.058428
16	9	a_harmless_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	1764.175683
18	6	a_harmless_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	1695.419676
22	13	a_harmless_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	438.2313963
24	11	a_harmless_animal	u_occ_bi_V	u_nas_bi	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	1926.708662
30	6	a_harmless_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	1065.289138
34	7	a_harmless_animal	u_occ_bi_V	u_nas_bi	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	1389.772535
36	9	a_harmless_animal	u_occ_bi_V	u_nas_bi	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	483.8536361
40	11	a_harmless_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	246.3905026
44	13	a_harmless_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	269.2424499
46	6	a_harmless_animal	u_occ_bi_V	u_nas_bi	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	1009.94865
52	6	a_harmless_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	866.6066909
54	6	a_harmless_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	907.6674208
8	9	a_harmless_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	495.7866345
1	5	a_dangerous_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	466.8534124
13	8	a_dangerous_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	61.80618022
15	10	a_dangerous_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	1386.047773
23	12	a_dangerous_animal	u_occ_bi_V	u_occ_bi_NV	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	609.5175413
29	11	a_dangerous_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	1343.303293
31	9	a_dangerous_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	234.0463618
47	13	a_dangerous_animal	u_occ_bi_V	u_occ_bi_NV	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	1155.796305
55	7	a_dangerous_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	1063.92894
57	10	a_dangerous_animal	u_occ_bi_V	u_occ_bi_NV	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	344.0396981
61	7	a_dangerous_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	738.7739802
63	4	a_dangerous_animal	u_occ_bi_V	u_occ_bi_NV	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	5.681174109
69	7	a_dangerous_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	165.0481131
71	4	a_dangerous_animal	u_occ_bi_V	u_occ_bi_NV	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	1549.685783
75	6	a_dangerous_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	1343.364212
9	8	a_dangerous_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	555.9106468
11	8	a_harmless_animal	u_occ_bi_V	u_occ_bi_NV	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	399.593843
19	4	a_harmless_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	998.5260753
21	13	a_harmless_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	422.197002
3	7	a_harmless_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	597.5192244
33	7	a_harmless_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	799.2275543
35	10	a_harmless_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	662.9331945
37	11	a_harmless_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	264.4201656
39	4	a_harmless_animal	u_occ_bi_V	u_occ_bi_NV	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	709.3937668
41	5	a_harmless_animal	u_occ_bi_V	u_occ_bi_NV	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	769.1157927
43	7	a_harmless_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	812.8384232
45	12	a_harmless_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	108.0644958
49	9	a_harmless_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	59.11183202
51	9	a_harmless_animal	u_occ_bi_V	u_occ_bi_NV	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	286.1039541
53	9	a_harmless_animal	u_occ_bi_NV	u_occ_bi_V	u_occ_bi_NV	upup	u_u_	p-b	p	u	plosive	anterior	voiceless	432.5588816
7	12	a_harmless_animal	u_occ_bi_V	u_occ_bi_NV	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	355.5168056
73	5	a_harmless_animal	u_occ_bi_V	u_occ_bi_NV	u_occ_bi_V	ubub	u_u_	p-b	b	u	plosive	anterior	voiced	347.5436666
10	8	a_dangerous_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	752.4988355
14	9	a_dangerous_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	367.6531788
2	11	a_dangerous_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	489.7873105
32	9	a_dangerous_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	1477.07355
36	12	a_dangerous_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	452.4957974
4	12	a_dangerous_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	935.5777027
40	4	a_dangerous_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	576.5818973
44	9	a_dangerous_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	671.9853367
48	13	a_dangerous_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	429.0651063
64	5	a_dangerous_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	419.8789778
66	9	a_dangerous_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	435.144651
68	9	a_dangerous_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	482.2173738
70	8	a_dangerous_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	198.1376023
72	8	a_dangerous_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	367.0941293
8	5	a_dangerous_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	1345.466175
12	10	a_harmless_animal	u_occ_vel_NV	u_occ_bi_NV	None	x	u_u_	p-k	x	x	x	x	x	2500.028307
16	10	a_harmless_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	1681.159487
18	8	a_harmless_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	326.3495168
22	12	a_harmless_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	1419.099509
24	5	a_harmless_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	1143.801355
30	12	a_harmless_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	1642.281888
34	12	a_harmless_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	960.6322318
42	7	a_harmless_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	1704.326545
46	9	a_harmless_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	944.9847762
50	4	a_harmless_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	385.738007
52	13	a_harmless_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	351.508117
54	9	a_harmless_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	445.6158434
56	5	a_harmless_animal	u_occ_bi_NV	u_occ_vel_NV	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	397.3559849
6	11	a_harmless_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_vel_NV	ukuk	u_u_	p-k	k	u	plosive	posterior	voiceless	1241.310482
74	8	a_harmless_animal	u_occ_vel_NV	u_occ_bi_NV	u_occ_bi_NV	upup	u_u_	p-k	p	u	plosive	anterior	voiceless	1259.233498
1	10	a_dangerous_animal	u_occ_vel_V	u_occ_vel_NV	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	440.3042271
11	12	a_dangerous_animal	u_occ_vel_V	u_occ_vel_NV	u_occ_vel_V	ugug	u_u_	k-g	g	u	plosive	posterior	voiced	429.3520922
13	7	a_dangerous_animal	u_occ_vel_NV	u_occ_vel_V	u_occ_vel_V	ugug	u_u_	k-g	g	u	plosive	posterior	voiced	226.7284929
15	11	a_dangerous_animal	u_occ_vel_V	u_occ_vel_NV	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	78.52092381
23	8	a_dangerous_animal	u_occ_vel_V	u_occ_vel_NV	u_occ_vel_V	ugug	u_u_	k-g	g	u	plosive	posterior	voiced	478.5309221
29	5	a_dangerous_animal	u_occ_vel_NV	u_occ_vel_V	u_occ_vel_V	ugug	u_u_	k-g	g	u	plosive	posterior	voiced	924.4636745
3	11	a_dangerous_animal	u_occ_vel_V	u_occ_vel_NV	u_occ_vel_NV	ukuk	u_u_	k-g	k	u	plosive	posterior	voiceless	695.8388112
