subject_nr	trial_nb	label	PW_code_left	PW_code_right	chosen_PW_code	chosen_PW	context	contrast	C	V	mode	place	voicing	response_time
18	7	a_repulsive_animal	a_nas_alv	i_nas_alv	i_nas_alv	inin	_n_n	i-a	n	i	sonorant	medium	voiced	319.1513875
2	4	a_repulsive_animal	a_nas_alv	i_nas_alv	a_nas_alv	anan	_n_n	i-a	n	a	sonorant	medium	voiced	1497.781664
24	8	a_repulsive_animal	i_nas_alv	a_nas_alv	a_nas_alv	anan	_n_n	i-a	n	a	sonorant	medium	voiced	1141.613974
32	13	a_repulsive_animal	a_nas_alv	i_nas_alv	i_nas_alv	inin	_n_n	i-a	n	i	sonorant	medium	voiced	1996.625436
34	10	a_repulsive_animal	i_nas_alv	a_nas_alv	i_nas_alv	inin	_n_n	i-a	n	i	sonorant	medium	voiced	1431.089845
36	7	a_repulsive_animal	a_nas_alv	i_nas_alv	i_nas_alv	inin	_n_n	i-a	n	i	sonorant	medium	voiced	710.8496694
40	12	a_repulsive_animal	i_nas_alv	a_nas_alv	a_nas_alv	anan	_n_n	i-a	n	a	sonorant	medium	voiced	272.5131451
42	4	a_repulsive_animal	i_nas_alv	a_nas_alv	i_nas_alv	inin	_n_n	i-a	n	i	sonorant	medium	voiced	1240.05391
44	5	a_repulsive_animal	a_nas_alv	i_nas_alv	a_nas_alv	anan	_n_n	i-a	n	a	sonorant	medium	voiced	1310.409544
52	4	a_repulsive_animal	a_nas_alv	i_nas_alv	a_nas_alv	anan	_n_n	i-a	n	a	sonorant	medium	voiced	467.1760141
70	4	a_repulsive_animal	i_nas_alv	a_nas_alv	a_nas_alv	anan	_n_n	i-a	n	a	sonorant	medium	voiced	313.9638766
72	10	a_repulsive_animal	a_nas_alv	i_nas_alv	a_nas_alv	anan	_n_n	i-a	n	a	sonorant	medium	voiced	339.5630955
8	7	a_repulsive_animal	a_nas_alv	i_nas_alv	a_nas_alv	anan	_n_n	i-a	n	a	sonorant	medium	voiced	1344.200493
13	9	a_bird	a_occ_alv_NV	i_occ_alv_NV	a_occ_alv_NV	atat	_t_t	i-a	t	a	plosive	medium	voiceless	330.8090331
15	13	a_bird	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	55.36719498
21	6	a_bird	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	2113.369047
33	5	a_bird	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	522.4024658
35	7	a_bird	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	184.5463269
37	10	a_bird	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	831.0621548
39	5	a_bird	i_occ_alv_NV	a_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	200.2177664
47	8	a_bird	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	785.544843
49	12	a_bird	i_occ_alv_NV	a_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	128.4700695
53	4	a_bird	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	153.0261744
55	9	a_bird	i_occ_alv_NV	a_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	622.9884289
59	8	a_bird	i_occ_alv_NV	a_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	264.4421239
63	10	a_bird	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	270.1826489
67	8	a_bird	i_occ_alv_NV	a_occ_alv_NV	a_occ_alv_NV	atat	_t_t	i-a	t	a	plosive	medium	voiceless	1670.289748
73	6	a_bird	i_occ_alv_NV	a_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	318.8444944
9	11	a_bird	i_occ_alv_NV	a_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	1876.451536
1	8	a_fish	a_occ_alv_NV	i_occ_alv_NV	a_occ_alv_NV	atat	_t_t	i-a	t	a	plosive	medium	voiceless	331.4231684
11	11	a_fish	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	501.5366626
19	6	a_fish	a_occ_alv_NV	i_occ_alv_NV	a_occ_alv_NV	atat	_t_t	i-a	t	a	plosive	medium	voiceless	748.8573938
23	9	a_fish	a_occ_alv_NV	i_occ_alv_NV	a_occ_alv_NV	atat	_t_t	i-a	t	a	plosive	medium	voiceless	1306.257857
29	13	a_fish	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	1817.312458
3	13	a_fish	a_occ_alv_NV	i_occ_alv_NV	a_occ_alv_NV	atat	_t_t	i-a	t	a	plosive	medium	voiceless	759.9108362
31	8	a_fish	i_occ_alv_NV	a_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	1189.323348
41	11	a_fish	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	1178.010068
43	4	a_fish	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	1034.992846
45	13	a_fish	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	1993.242616
51	4	a_fish	a_occ_alv_NV	i_occ_alv_NV	a_occ_alv_NV	atat	_t_t	i-a	t	a	plosive	medium	voiceless	597.8253213
57	4	a_fish	i_occ_alv_NV	a_occ_alv_NV	a_occ_alv_NV	atat	_t_t	i-a	t	a	plosive	medium	voiceless	224.885426
61	8	a_fish	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	1062.611172
69	10	a_fish	a_occ_alv_NV	i_occ_alv_NV	i_occ_alv_NV	itit	_t_t	i-a	t	i	plosive	medium	voiceless	651.6614021
7	10	a_fish	a_occ_alv_NV	i_occ_alv_NV	a_occ_alv_NV	atat	_t_t	i-a	t	a	plosive	medium	voiceless	453.4977075
1	11	a_large_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	747.3606252
11	10	a_large_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_V	abab	a_a_	p-b	b	a	plosive	anterior	voiced	565.0985083
19	12	a_large_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	800.6453883
21	4	a_large_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	1480.690824
23	11	a_large_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_V	abab	a_a_	p-b	b	a	plosive	anterior	voiced	605.0884835
29	12	a_large_animal	a_occ_bi_V	a_occ_bi_NV	None	x	a_a_	p-b	x	x	x	x	x	2500.023009
3	9	a_large_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_V	abab	a_a_	p-b	b	a	plosive	anterior	voiced	609.6231527
31	7	a_large_animal	a_occ_bi_V	a_occ_bi_NV	None	x	a_a_	p-b	x	x	x	x	x	2500.025659
33	6	a_large_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	1047.563866
35	9	a_large_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	252.1206337
43	11	a_large_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_V	abab	a_a_	p-b	b	a	plosive	anterior	voiced	198.2794212
45	5	a_large_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_V	abab	a_a_	p-b	b	a	plosive	anterior	voiced	298.9390184
47	11	a_large_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	795.0998819
53	5	a_large_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	639.3814836
55	6	a_large_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_V	abab	a_a_	p-b	b	a	plosive	anterior	voiced	880.7497846
57	7	a_large_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	636.0670442
59	5	a_large_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_V	abab	a_a_	p-b	b	a	plosive	anterior	voiced	233.6586476
73	12	a_large_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_V	abab	a_a_	p-b	b	a	plosive	anterior	voiced	338.748571
13	10	a_small_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	1089.960063
15	7	a_small_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	280.3158543
37	12	a_small_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	642.2279015
39	10	a_small_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	183.0297059
41	7	a_small_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	446.1627529
49	10	a_small_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	455.1995003
51	8	a_small_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_V	abab	a_a_	p-b	b	a	plosive	anterior	voiced	299.8510437
61	11	a_small_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	525.7743506
63	6	a_small_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	170.0371725
67	11	a_small_animal	a_occ_bi_V	a_occ_bi_NV	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	1832.284652
69	9	a_small_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	120.0752384
7	8	a_small_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	1598.601162
71	9	a_small_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_V	abab	a_a_	p-b	b	a	plosive	anterior	voiced	439.9325242
75	7	a_small_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	433.2712409
9	7	a_small_animal	a_occ_bi_NV	a_occ_bi_V	a_occ_bi_NV	apap	a_a_	p-b	p	a	plosive	anterior	voiceless	1208.270002
16	5	a_large_animal	i_occ_bi_NV	a_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	985.9420952
22	9	a_large_animal	i_occ_bi_NV	a_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	211.7945762
24	13	a_large_animal	i_occ_bi_NV	a_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	504.2352161
32	11	a_large_animal	a_occ_bi_NV	i_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	1359.871212
34	5	a_large_animal	i_occ_bi_NV	a_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	331.5018187
4	7	a_large_animal	i_occ_bi_NV	a_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	381.5359474
40	7	a_large_animal	i_occ_bi_NV	a_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	478.7414145
46	11	a_large_animal	a_occ_bi_NV	i_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	835.3577368
52	10	a_large_animal	i_occ_bi_NV	a_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	316.7949406
54	5	a_large_animal	i_occ_bi_NV	a_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	1900.311034
56	11	a_large_animal	a_occ_bi_NV	i_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	1281.859602
6	13	a_large_animal	a_occ_bi_NV	i_occ_bi_NV	None	x	_p_p	i-a	x	x	x	x	x	2500.02334
62	11	a_large_animal	i_occ_bi_NV	a_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	909.7897727
64	10	a_large_animal	i_occ_bi_NV	a_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	210.726446
74	10	a_large_animal	i_occ_bi_NV	a_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	665.0800696
10	7	a_small_animal	a_occ_bi_NV	i_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	1404.730398
12	13	a_small_animal	a_occ_bi_NV	i_occ_bi_NV	None	x	_p_p	i-a	x	x	x	x	x	2500.019699
14	12	a_small_animal	i_occ_bi_NV	a_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	460.7723141
18	11	a_small_animal	i_occ_bi_NV	a_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	771.5449757
2	12	a_small_animal	i_occ_bi_NV	a_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	250.2318319
30	7	a_small_animal	i_occ_bi_NV	a_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	786.692406
36	4	a_small_animal	a_occ_bi_NV	i_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	528.3922984
42	12	a_small_animal	a_occ_bi_NV	i_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	170.9377906
44	8	a_small_animal	i_occ_bi_NV	a_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	2214.666019
48	10	a_small_animal	a_occ_bi_NV	i_occ_bi_NV	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	244.4005931
50	10	a_small_animal	a_occ_bi_NV	i_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	641.2260749
66	10	a_small_animal	a_occ_bi_NV	i_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	466.4198919
68	5	a_small_animal	i_occ_bi_NV	a_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	468.0756172
70	9	a_small_animal	a_occ_bi_NV	i_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	1473.379359
72	7	a_small_animal	i_occ_bi_NV	a_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	332.6107105
8	8	a_small_animal	a_occ_bi_NV	i_occ_bi_NV	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	87.38864038
12	9	a_large_animal	a_occ_bi_V	i_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	485.2261557
16	13	a_large_animal	i_occ_bi_V	a_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	478.1435699
18	5	a_large_animal	i_occ_bi_V	a_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	737.1060554
22	10	a_large_animal	a_occ_bi_V	i_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	360.3557284
24	7	a_large_animal	i_occ_bi_V	a_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	667.9226368
32	7	a_large_animal	i_occ_bi_V	a_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	526.9980234
34	8	a_large_animal	a_occ_bi_V	i_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	559.9671764
4	11	a_large_animal	a_occ_bi_V	i_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	245.2045302
42	8	a_large_animal	i_occ_bi_V	a_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	780.7985796
44	10	a_large_animal	i_occ_bi_V	a_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	1337.60469
46	7	a_large_animal	a_occ_bi_V	i_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	1298.913788
48	5	a_large_animal	i_occ_bi_V	a_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	1091.690552
50	13	a_large_animal	a_occ_bi_V	i_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	382.6066856
66	8	a_large_animal	i_occ_bi_V	a_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	1293.988603
68	6	a_large_animal	i_occ_bi_V	a_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	313.0355231
10	13	a_small_animal	i_occ_bi_V	a_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	412.516508
14	8	a_small_animal	i_occ_bi_V	a_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	670.5665638
2	6	a_small_animal	a_occ_bi_V	i_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	370.5742115
30	10	a_small_animal	a_occ_bi_V	i_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	1569.499758
36	6	a_small_animal	a_occ_bi_V	i_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	470.8678226
40	10	a_small_animal	i_occ_bi_V	a_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	126.8424193
52	11	a_small_animal	a_occ_bi_V	i_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	324.3490248
54	8	a_small_animal	i_occ_bi_V	a_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	1177.809461
56	7	a_small_animal	i_occ_bi_V	a_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	209.2690023
6	10	a_small_animal	i_occ_bi_V	a_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	1771.743949
62	4	a_small_animal	a_occ_bi_V	i_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	586.8955022
64	4	a_small_animal	a_occ_bi_V	i_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	288.3234934
74	7	a_small_animal	i_occ_bi_V	a_occ_bi_V	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	505.985545
8	10	a_small_animal	i_occ_bi_V	a_occ_bi_V	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	400.1851345
1	9	an_attractive_animal	a_nas_alv	a_occ_vel_NV	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	554.459897
13	13	an_attractive_animal	a_nas_alv	a_occ_vel_NV	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	855.8857834
19	8	an_attractive_animal	a_occ_vel_NV	a_nas_alv	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	567.0097768
23	5	an_attractive_animal	a_nas_alv	a_occ_vel_NV	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	540.3764997
3	8	an_attractive_animal	a_nas_alv	a_occ_vel_NV	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	505.2310754
31	6	an_attractive_animal	a_occ_vel_NV	a_nas_alv	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	2015.851004
41	4	an_attractive_animal	a_occ_vel_NV	a_nas_alv	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	761.1776742
43	5	an_attractive_animal	a_nas_alv	a_occ_vel_NV	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	277.0130916
49	13	an_attractive_animal	a_nas_alv	a_occ_vel_NV	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	104.2125303
53	13	an_attractive_animal	a_occ_vel_NV	a_nas_alv	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	1121.633845
67	10	an_attractive_animal	a_nas_alv	a_occ_vel_NV	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	561.578555
69	4	an_attractive_animal	a_nas_alv	a_occ_vel_NV	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	196.9895237
71	5	an_attractive_animal	a_nas_alv	a_occ_vel_NV	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	220.3723583
75	10	an_attractive_animal	a_occ_vel_NV	a_nas_alv	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	2445.023538
9	13	an_attractive_animal	a_nas_alv	a_occ_vel_NV	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	369.9633869
11	6	a_repulsive_animal	a_occ_vel_NV	a_nas_alv	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	187.3913883
15	9	a_repulsive_animal	a_occ_vel_NV	a_nas_alv	None	x	a_a_	n-k	x	x	x	x	x	2500.025327
21	5	a_repulsive_animal	a_occ_vel_NV	a_nas_alv	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	1769.092407
29	6	a_repulsive_animal	a_nas_alv	a_occ_vel_NV	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	2427.414007
33	11	a_repulsive_animal	a_nas_alv	a_occ_vel_NV	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	868.9851235
35	5	a_repulsive_animal	a_occ_vel_NV	a_nas_alv	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	303.1711888
37	8	a_repulsive_animal	a_nas_alv	a_occ_vel_NV	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	662.79859
39	12	a_repulsive_animal	a_nas_alv	a_occ_vel_NV	None	x	a_a_	n-k	x	x	x	x	x	2500.045018
45	9	a_repulsive_animal	a_occ_vel_NV	a_nas_alv	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	614.0304472
47	12	a_repulsive_animal	a_occ_vel_NV	a_nas_alv	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	959.3950497
51	5	a_repulsive_animal	a_occ_vel_NV	a_nas_alv	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	259.2418948
55	11	a_repulsive_animal	a_nas_alv	a_occ_vel_NV	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	203.2999988
57	6	a_repulsive_animal	a_occ_vel_NV	a_nas_alv	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	257.4900375
59	4	a_repulsive_animal	a_occ_vel_NV	a_nas_alv	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	159.4637893
61	6	a_repulsive_animal	a_nas_alv	a_occ_vel_NV	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	536.0585654
63	9	a_repulsive_animal	a_occ_vel_NV	a_nas_alv	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	48.59008151
7	13	a_repulsive_animal	a_occ_vel_NV	a_nas_alv	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	417.4047602
73	11	a_repulsive_animal	a_occ_vel_NV	a_nas_alv	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	902.8042327
16	11	an_attractive_animal	i_occ_vel_NV	a_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	2281.538166
18	9	an_attractive_animal	a_occ_vel_NV	i_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	317.8847127
22	5	an_attractive_animal	i_occ_vel_NV	a_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	183.0907858
36	13	an_attractive_animal	i_occ_vel_NV	a_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	507.7649363
40	6	an_attractive_animal	a_occ_vel_NV	i_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	354.741435
44	4	an_attractive_animal	i_occ_vel_NV	a_occ_vel_NV	None	x	_k_k	i-a	x	x	x	x	x	2500.03802
52	7	an_attractive_animal	a_occ_vel_NV	i_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	447.6084906
56	6	an_attractive_animal	i_occ_vel_NV	a_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	1252.593366
62	9	an_attractive_animal	a_occ_vel_NV	i_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	122.562709
64	8	an_attractive_animal	a_occ_vel_NV	i_occ_vel_NV	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	253.5112966
66	4	an_attractive_animal	a_occ_vel_NV	i_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	721.0530543
68	11	an_attractive_animal	a_occ_vel_NV	i_occ_vel_NV	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	453.5555225
